PATH:
/iclock/cdata?SN=MED7254500089&table=ATTLOG&Stamp=9999

HEADERS:
Host: 10.10.250.2:8081
User-Agent: iClock Proxy/1.09
Connection: close
Accept: */*
Content-Type: text/plain
Content-Length: 2384


BODY:
20048	2026-07-28 21:31:59	0	1	0	0	0	0	0	0	3078
20057	2026-07-28 21:32:03	0	1	0	0	0	0	0	0	3079
20057	2026-07-28 23:10:34	0	1	0	0	0	0	0	0	3080
20008	2026-07-29 00:00:20	0	15	0	0	0	0	0	0	3081
24034	2026-07-29 01:54:23	0	15	0	0	0	0	0	0	3082
20611	2026-07-29 01:59:55	0	1	0	0	0	0	0	0	3083
20485	2026-07-29 02:01:49	0	15	0	0	0	0	0	0	3084
20320	2026-07-29 02:02:26	0	15	0	0	0	0	0	0	3085
20398	2026-07-29 02:02:54	0	15	0	0	0	0	0	0	3086
20404	2026-07-29 02:10:44	0	15	0	0	0	0	0	0	3087
20347	2026-07-29 02:11:34	0	15	0	0	0	0	0	0	3088
20432	2026-07-29 02:11:40	0	15	0	0	0	0	0	0	3089
20001	2026-07-29 03:14:34	0	15	0	0	0	0	0	0	3090
20511	2026-07-29 03:15:10	0	15	0	0	0	0	0	0	3091
20004	2026-07-29 03:15:40	0	15	0	0	0	0	0	0	3092
20412	2026-07-29 04:24:34	0	1	0	0	0	0	0	0	3093
29002	2026-07-29 06:07:31	0	15	0	0	0	0	0	0	3094
188594	2026-07-29 06:10:24	0	1	0	0	0	0	0	0	3095
20048	2026-07-29 06:56:20	0	15	0	0	0	0	0	0	3096
20057	2026-07-29 06:56:32	0	15	0	0	0	0	0	0	3097
25303	2026-07-29 07:06:01	0	1	0	0	0	0	0	0	3098
20006	2026-07-29 07:17:54	0	15	0	0	0	0	0	0	3099
24034	2026-07-29 07:27:08	0	15	0	0	0	0	0	0	3100
20007	2026-07-29 07:29:20	0	15	0	0	0	0	0	0	3101
20066	2026-07-29 07:41:11	0	1	0	0	0	0	0	0	3102
20095	2026-07-29 07:41:24	0	15	0	0	0	0	0	0	3103
20377	2026-07-29 07:54:28	0	15	0	0	0	0	0	0	3104
20049	2026-07-29 08:00:51	0	1	0	0	0	0	0	0	3105
20085	2026-07-29 08:00:58	0	15	0	0	0	0	0	0	3106
20091	2026-07-29 08:01:05	0	1	0	0	0	0	0	0	3107
20497	2026-07-29 08:01:13	0	15	0	0	0	0	0	0	3108
20438	2026-07-29 08:01:29	0	15	0	0	0	0	0	0	3109
20537	2026-07-29 08:01:55	0	1	0	0	0	0	0	0	3110
20419	2026-07-29 08:02:01	0	1	0	0	0	0	0	0	3111
20500	2026-07-29 08:04:30	0	15	0	0	0	0	0	0	3112
20355	2026-07-29 08:05:22	0	1	0	0	0	0	0	0	3113
20303	2026-07-29 08:07:34	0	15	0	0	0	0	0	0	3114
20050	2026-07-29 08:07:47	0	1	0	0	0	0	0	0	3115
20360	2026-07-29 08:07:53	0	15	0	0	0	0	0	0	3116
27930	2026-07-29 08:08:25	0	1	0	0	0	0	0	0	3117
20425	2026-07-29 08:08:52	0	1	0	0	0	0	0	0	3118
2206708	2026-07-29 08:09:10	0	1	0	0	0	0	0	0	3119
20347	2026-07-29 08:12:02	0	15	0	0	0	0	0	0	3120
20070	2026-07-29 08:13:38	0	15	0	0	0	0	0	0	3121
20404	2026-07-29 08:17:21	0	15	0	0	0	0	0	0	3122
20455	2026-07-29 08:20:49	0	1	0	0	0	0	0	0	3123
20033	2026-07-29 08:20:58	0	1	0	0	0	0	0	0	3124
20077	2026-07-29 08:23:07	0	15	0	0	0	0	0	0	3125
20559	2026-07-29 08:28:41	0	15	0	0	0	0	0	0	3126
20008	2026-07-29 08:43:30	0	15	0	0	0	0	0	0	3127
