PATH:
/iclock/cdata?SN=MED7254500087&table=ATTLOG&Stamp=9999

HEADERS:
Host: 10.10.250.2:8081
User-Agent: iClock Proxy/1.09
Connection: close
Accept: */*
Content-Type: text/plain
Content-Length: 3590


BODY:
20387	2026-07-28 20:53:49	0	15	0	0	0	0	0	0	3386
20331	2026-07-28 20:53:56	0	15	0	0	0	0	0	0	3387
20469	2026-07-28 20:55:06	0	15	0	0	0	0	0	0	3388
20314	2026-07-28 21:11:36	0	15	0	0	0	0	0	0	3389
20454	2026-07-28 21:12:49	0	15	0	0	0	0	0	0	3390
20015	2026-07-28 23:38:16	0	15	0	0	0	0	0	0	3391
20069	2026-07-28 23:46:55	0	15	0	0	0	0	0	0	3392
24065	2026-07-29 00:06:11	0	15	0	0	0	0	0	0	3393
20001	2026-07-29 00:11:16	0	15	0	0	0	0	0	0	3394
20418	2026-07-29 01:18:42	0	15	0	0	0	0	0	0	3395
20420	2026-07-29 06:53:02	0	15	0	0	0	0	0	0	3396
20312	2026-07-29 06:58:46	0	15	0	0	0	0	0	0	3397
24019	2026-07-29 07:05:21	0	15	0	0	0	0	0	0	3398
24065	2026-07-29 07:10:12	0	15	0	0	0	0	0	0	3399
24035	2026-07-29 07:16:32	0	15	0	0	0	0	0	0	3400
20538	2026-07-29 07:35:58	0	15	0	0	0	0	0	0	3401
20400	2026-07-29 07:37:04	0	1	0	0	0	0	0	0	3402
20067	2026-07-29 07:39:31	0	15	0	0	0	0	0	0	3403
20375	2026-07-29 07:55:54	0	15	0	0	0	0	0	0	3404
20531	2026-07-29 07:56:08	0	15	0	0	0	0	0	0	3405
20527	2026-07-29 07:56:30	0	15	0	0	0	0	0	0	3406
20510	2026-07-29 07:57:07	0	15	0	0	0	0	0	0	3407
20504	2026-07-29 07:57:11	0	15	0	0	0	0	0	0	3408
20310	2026-07-29 07:57:16	0	15	0	0	0	0	0	0	3409
20499	2026-07-29 07:57:20	0	15	0	0	0	0	0	0	3410
20386	2026-07-29 07:57:26	0	15	0	0	0	0	0	0	3411
20340	2026-07-29 07:57:42	0	15	0	0	0	0	0	0	3412
24016	2026-07-29 07:57:52	0	1	0	0	0	0	0	0	3413
20428	2026-07-29 07:58:16	0	1	0	0	0	0	0	0	3414
20042	2026-07-29 08:00:41	0	15	0	0	0	0	0	0	3415
24028	2026-07-29 08:01:37	0	15	0	0	0	0	0	0	3416
20608	2026-07-29 08:02:11	0	15	0	0	0	0	0	0	3417
20592	2026-07-29 08:02:24	0	15	0	0	0	0	0	0	3418
24050	2026-07-29 08:03:31	0	15	0	0	0	0	0	0	3419
20530	2026-07-29 08:05:27	0	15	0	0	0	0	0	0	3420
20351	2026-07-29 08:07:05	0	15	0	0	0	0	0	0	3421
20356	2026-07-29 08:07:12	0	15	0	0	0	0	0	0	3422
20548	2026-07-29 08:07:25	0	15	0	0	0	0	0	0	3423
18175	2026-07-29 08:08:05	0	1	0	0	0	0	0	0	3424
20555	2026-07-29 08:08:17	0	15	0	0	0	0	0	0	3425
20367	2026-07-29 08:09:12	0	15	0	0	0	0	0	0	3426
20441	2026-07-29 08:09:57	0	15	0	0	0	0	0	0	3427
20519	2026-07-29 08:10:02	0	15	0	0	0	0	0	0	3428
20344	2026-07-29 08:10:09	0	15	0	0	0	0	0	0	3429
20311	2026-07-29 08:10:28	0	15	0	0	0	0	0	0	3430
20448	2026-07-29 08:10:59	0	15	0	0	0	0	0	0	3431
20449	2026-07-29 08:11:06	0	15	0	0	0	0	0	0	3432
20382	2026-07-29 08:11:24	0	15	0	0	0	0	0	0	3433
20068	2026-07-29 08:12:03	0	15	0	0	0	0	0	0	3434
20037	2026-07-29 08:12:12	0	1	0	0	0	0	0	0	3435
20385	2026-07-29 08:12:38	0	15	0	0	0	0	0	0	3436
24059	2026-07-29 08:13:58	0	15	0	0	0	0	0	0	3437
20522	2026-07-29 08:14:22	0	15	0	0	0	0	0	0	3438
20314	2026-07-29 08:15:49	0	15	0	0	0	0	0	0	3439
20038	2026-07-29 08:16:30	0	1	0	0	0	0	0	0	3440
20418	2026-07-29 08:16:36	0	15	0	0	0	0	0	0	3441
20331	2026-07-29 08:16:42	0	15	0	0	0	0	0	0	3442
20423	2026-07-29 08:17:58	0	15	0	0	0	0	0	0	3443
20531	2026-07-29 08:18:22	0	15	0	0	0	0	0	0	3444
20547	2026-07-29 08:19:02	0	15	0	0	0	0	0	0	3445
20403	2026-07-29 08:19:13	0	15	0	0	0	0	0	0	3446
20597	2026-07-29 08:19:49	0	15	0	0	0	0	0	0	3447
20596	2026-07-29 08:21:55	0	15	0	0	0	0	0	0	3448
20028	2026-07-29 08:22:02	0	15	0	0	0	0	0	0	3449
20426	2026-07-29 08:22:07	0	15	0	0	0	0	0	0	3450
20523	2026-07-29 08:22:10	0	15	0	0	0	0	0	0	3451
20045	2026-07-29 08:23:27	0	25	0	0	0	0	0	0	3452
20595	2026-07-29 08:24:18	0	1	0	0	0	0	0	0	3453
20397	2026-07-29 08:24:41	0	15	0	0	0	0	0	0	3454
20036	2026-07-29 08:26:31	0	1	0	0	0	0	0	0	3455
20056	2026-07-29 08:26:36	0	1	0	0	0	0	0	0	3456
20315	2026-07-29 08:32:48	0	15	0	0	0	0	0	0	3457
20387	2026-07-29 08:35:46	0	15	0	0	0	0	0	0	3458
20370	2026-07-29 08:37:04	0	15	0	0	0	0	0	0	3459
24026	2026-07-29 08:40:04	0	1	0	0	0	0	0	0	3460
